,Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply
539,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
540,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
541,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
542,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
543,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
544,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
545,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
546,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
547,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
548,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
549,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
550,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
551,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
552,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
553,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
554,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
555,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
556,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
557,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
558,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
559,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
560,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
561,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
562,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
563,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
564,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
565,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
566,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
567,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
568,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
569,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
570,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
571,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
572,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
573,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
574,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
575,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
576,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
577,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
578,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
579,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
580,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
581,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
582,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
583,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
584,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
585,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
586,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
587,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
588,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
589,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
590,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
591,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
592,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
593,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
594,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
595,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
596,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
597,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
598,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
599,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
600,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
601,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
602,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
603,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
604,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
605,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
606,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
607,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
608,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
609,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
610,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
611,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
612,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
613,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
614,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
615,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
616,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
617,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
618,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
619,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
620,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
621,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
622,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
623,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
624,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
625,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
626,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
627,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
628,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
629,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
630,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
631,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
632,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
633,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
634,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
635,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
636,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
637,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
638,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
639,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
640,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
641,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
642,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
643,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
644,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
645,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
646,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
647,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
648,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
649,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
650,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
651,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
652,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
653,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
654,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
655,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
656,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
657,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
658,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
659,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
660,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
661,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
662,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
663,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
664,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
665,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
666,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
667,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
668,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
669,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
670,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
671,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
672,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
673,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
674,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
675,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
676,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
677,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
678,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
679,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
680,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
681,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
682,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
683,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
684,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
685,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
686,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
687,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
688,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
689,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
690,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
691,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
692,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
693,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
694,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
695,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
696,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
697,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
698,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
699,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
700,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
701,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
702,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
703,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
704,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
705,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
706,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
707,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
708,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
709,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
710,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
711,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
712,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
713,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
714,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
715,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
716,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
717,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
718,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
